item_id,store_id,macrogrupo,date,demanda_pronosticada,modelo
HOBBIES_1_015,CA_1,Estacional,2016-05-05,2.9211106,XGBoost
HOBBIES_1_015,CA_1,Estacional,2016-05-06,2.8862207,XGBoost
HOBBIES_1_015,CA_1,Estacional,2016-05-07,4.261751,XGBoost
HOBBIES_1_015,CA_1,Estacional,2016-05-08,3.5227096,XGBoost
HOBBIES_1_015,CA_1,Estacional,2016-05-09,2.3352053,XGBoost
HOBBIES_1_015,CA_1,Estacional,2016-05-10,2.1323967,XGBoost
HOBBIES_1_015,CA_1,Estacional,2016-05-11,2.387966,XGBoost
HOBBIES_1_015,CA_1,Estacional,2016-05-12,2.0968094,XGBoost
HOBBIES_1_015,CA_1,Estacional,2016-05-13,2.5614388,XGBoost
HOBBIES_1_015,CA_1,Estacional,2016-05-14,3.9336863,XGBoost
HOBBIES_1_015,CA_1,Estacional,2016-05-15,3.3002222,XGBoost
HOBBIES_1_015,CA_1,Estacional,2016-05-16,2.1682189,XGBoost
HOBBIES_1_015,CA_1,Estacional,2016-05-17,2.0461767,XGBoost
HOBBIES_1_015,CA_1,Estacional,2016-05-18,2.2669182,XGBoost
HOBBIES_1_015,CA_1,Estacional,2016-05-19,2.2856972,XGBoost
HOBBIES_1_015,CA_1,Estacional,2016-05-20,2.6072888,XGBoost
HOBBIES_1_015,CA_1,Estacional,2016-05-21,3.734195,XGBoost
HOBBIES_1_015,CA_1,Estacional,2016-05-22,3.5016344,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-04-25,0.86649716,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-04-26,0.92650425,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-04-27,0.7852387,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-04-28,0.8593348,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-04-29,0.9804619,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-04-30,1.6110348,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-01,1.5616254,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-02,0.9217528,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-03,0.87571645,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-04,0.8158044,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-05,0.9012308,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-06,1.0187595,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-07,1.7180302,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-08,1.3881732,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-09,1.1947101,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-10,0.96485895,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-11,0.77263117,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-12,0.8241029,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-13,1.0439891,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-14,1.5467957,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-15,1.4714582,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-16,0.98990256,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-17,0.99692684,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-18,0.8158044,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-19,0.84826744,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-20,0.998283,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-21,1.4481229,XGBoost
HOBBIES_1_150,CA_1,Estacional,2016-05-22,1.4267524,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-04-25,1.0026872,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-04-26,0.8763366,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-04-27,0.76264733,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-04-28,0.82892215,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-04-29,0.9463721,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-04-30,1.4726111,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-01,1.3762994,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-02,0.9493017,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-03,0.79163986,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-04,0.77889556,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-05,0.8640417,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-06,1.0414251,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-07,1.4451556,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-08,1.4709097,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-09,0.9344971,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-10,0.83151597,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-11,0.8158044,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-12,0.88148856,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-13,1.0187595,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-14,1.4528881,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-15,1.4237852,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-16,0.95669496,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-17,0.8754954,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-18,0.83628124,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-19,0.86874425,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-20,1.0187595,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-21,1.6121653,XGBoost
HOBBIES_1_172,CA_1,Estacional,2016-05-22,1.4267524,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-04-25,7.9607716,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-04-26,7.423049,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-04-27,7.2934556,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-04-28,6.5148244,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-04-29,8.534466,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-04-30,12.10349,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-01,13.020764,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-02,8.853542,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-03,7.680103,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-04,7.8076973,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-05,7.368114,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-06,9.304325,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-07,13.342962,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-08,12.87689,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-09,8.643582,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-10,7.871718,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-11,7.833446,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-12,7.705959,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-13,9.37895,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-14,13.91896,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-15,13.448585,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-16,8.392582,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-17,7.754936,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-18,7.87356,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-19,7.409963,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-20,9.387562,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-21,12.71939,XGBoost
HOUSEHOLD_1_032,CA_1,Estacional,2016-05-22,12.111233,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-04-25,2.1285589,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-04-26,1.7636755,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-04-27,1.7380041,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-04-28,1.9670142,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-04-29,2.5953171,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-04-30,3.107334,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-01,3.4427183,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-02,2.1362581,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-03,1.9572998,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-04,1.9246349,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-05,2.0127366,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-06,2.4192467,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-07,3.107272,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-08,3.4738579,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-09,1.9398692,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-10,1.7408664,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-11,1.7046193,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-12,1.914532,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-13,2.2816572,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-14,3.3561497,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-15,3.2476876,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-16,2.024657,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-17,1.6889077,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-18,1.728122,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-19,1.7398204,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-20,2.470345,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-21,3.1758287,XGBoost
HOUSEHOLD_1_040,CA_1,Estacional,2016-05-22,3.2801085,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-04-25,1.1795512,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-04-26,0.969022,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-04-27,0.9110446,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-04-28,0.94350773,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-04-29,1.1614922,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-04-30,1.9073188,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-01,1.6512855,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-02,1.2144854,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-03,0.96270347,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-04,0.93549377,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-05,0.983113,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-06,1.238937,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-07,1.8095719,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-08,1.5210737,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-09,1.0701543,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-10,0.93549377,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-11,0.93549377,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-12,0.9679569,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-13,1.1325979,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-14,1.6712936,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-15,1.5949303,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-16,1.0718753,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-17,0.9499591,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-18,0.93549377,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-19,0.9679569,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-20,1.1325979,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-21,1.7266991,XGBoost
HOUSEHOLD_1_072,CA_1,Estacional,2016-05-22,1.6754056,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-04-25,0.615681,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-04-26,0.5402694,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-04-27,0.6125363,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-04-28,0.5599881,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-04-29,0.8097482,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-04-30,1.1723486,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-01,1.0606586,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-02,0.8142904,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-03,0.7083419,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-04,0.7083419,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-05,0.74205506,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-06,1.0021131,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-07,1.3010563,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-08,1.0606586,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-09,0.79803216,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-10,0.7065491,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-11,0.7083419,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-12,0.7408049,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-13,0.89082044,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-14,1.214726,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-15,1.1133776,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-16,0.79803216,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-17,0.6920838,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-18,0.7083419,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-19,0.7408049,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-20,0.89082044,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-21,1.2813665,XGBoost
HOUSEHOLD_1_075,CA_1,Estacional,2016-05-22,1.1133776,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-04-25,1.0466561,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-04-26,0.8730267,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-04-27,0.8992356,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-04-28,0.86231697,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-04-29,0.95131105,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-04-30,1.6025373,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-01,1.6234939,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-02,0.95542157,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-03,0.8367288,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-04,0.90118647,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-05,0.92215526,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-06,1.0893453,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-07,1.6831449,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-08,1.4502884,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-09,0.9217528,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-10,0.8158044,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-11,0.8285487,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-12,0.8754771,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-13,0.998283,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-14,1.650009,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-15,1.4375763,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-16,0.95669496,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-17,0.83628124,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-18,0.8507466,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-19,0.86874425,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-20,1.0187595,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-21,1.487156,XGBoost
HOUSEHOLD_1_100,CA_1,Estacional,2016-05-22,1.4267524,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-04-25,7.3951178,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-04-26,6.320381,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-04-27,6.810918,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-04-28,6.29773,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-04-29,6.55455,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-04-30,9.521031,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-01,12.928263,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-02,7.4276023,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-03,6.7268233,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-04,7.0524716,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-05,6.550752,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-06,7.5345993,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-07,10.630235,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-08,13.5894785,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-09,7.4403753,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-10,6.5927143,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-11,7.171704,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-12,6.889919,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-13,7.4176836,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-14,10.289021,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-15,12.996029,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-16,7.4458785,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-17,6.6847353,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-18,7.1872315,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-19,6.7747393,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-20,7.752591,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-21,10.050788,XGBoost
HOUSEHOLD_1_118,CA_1,Estacional,2016-05-22,11.732296,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-04-25,1.1800642,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-04-26,1.0264467,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-04-27,1.0669398,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-04-28,1.0476898,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-04-29,1.4081676,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-04-30,1.9543214,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-01,1.8357192,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-02,1.1499269,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-03,1.0405097,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-04,1.0015408,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-05,1.0364157,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-06,1.3781146,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-07,1.8363348,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-08,1.686115,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-09,1.1251781,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-10,1.0015408,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-11,0.9887963,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-12,1.0212595,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-13,1.2993258,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-14,1.7209641,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-15,1.7564992,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-16,1.1071918,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-17,0.98527527,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-18,0.99974084,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-19,1.0177386,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-20,1.2556301,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-21,1.6141604,XGBoost
HOUSEHOLD_1_140,CA_1,Estacional,2016-05-22,1.5897254,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-04-25,3.8269644,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-04-26,2.5367947,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-04-27,2.640154,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-04-28,2.722458,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-04-29,3.8601453,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-04-30,5.3514323,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-05-01,5.642345,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-05-02,3.5821667,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-05-03,2.7763393,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-05-04,2.839701,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-05-05,2.7519588,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-05-06,3.732669,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-05-07,5.7312403,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-05-08,5.052099,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-05-09,3.4550047,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-05-10,2.6980505,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-05-11,2.662286,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-05-12,2.657256,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-05-13,3.928757,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-05-14,5.1011105,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-05-15,6.028622,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-05-16,3.6564946,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-05-17,2.7746515,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-05-18,2.7792373,XGBoost
HOUSEHOLD_1_173,CA_1,Estacional,2016-05-19,2.775942,XGBoost
